Speaker,Utterance,Dialogue_Act,Dialogue_ID
T_20_S15,"Credo di no Meglio ingerire la verdura fresca prima del pasto, per raggiungere rapidamente il senso di sazieta', e meglio non consumare frutta zuccherina a fine pasto, per evitare problemi di digestione.",PERSUASION-SUGGEST,7
T_20_U15,ok sei molto gentile!,KIND-ATTITUDE_SMALL-TALK,7
T_20_S16,"Ah, bene!",ENCOURAGE-SORRY,7
T_20_U16,allora a pranzo mangerò panino con il prosciutto crudo!,STATEMENT,7
T_20_S17,Questa e' una buona idea!,ENCOURAGE-SORRY,7
T_20_U17,il pane fa ingrassare?,INFO-REQUEST,7
T_20_S18,"I carboidrati aiutano a tenere sotto controllo il peso e ad evitare un accumulo di grassi, fornendo il carburante immediamente disponibile per l'attivita' fisica, mentre le fibre alimentari aiutano l'intestino a funzionare correttamente. Soprattutto se abbinati ad una attivita' fisica costante, i carboidrati sono, quindi, fondamentali per una corretta funzione alimentare e sono un combustibile importante per cervello e muscoli.",PERSUASION-SUGGEST,7
T_20_U18,bene tutto chiaro!,AGREE,7
T_20_S19,Che pensi di un piatto di frittura?,QUESTION,7
T_20_U19,direi troppo calorico e non sano!!,STATEMENT,7
T_20_S20,"Vedo che, complessivamente, fai attenzione alla tua dieta, e ne sono contenta. Prova a pensare a tutto quello che mangi durante il giorno: ti sembra di assumere tutte le sostanze di cui avresti bisogno?",ENCOURAGE-SORRY,7
T_20_U20,mi manca la verdura e spesso la frutta,STATEMENT,7
T_20_S21,Hai mai desiderato di cambiare dieta?,QUESTION,7
T_20_U21,si perchè mamma cucina male,STATEMENT,7
T_20_S22,"Oh, mi dispiace! E dimmi: qual e' ora la tua situazione?",ENCOURAGE-SORRY,7
T_20_U22,sta migliorando non preoccuparti,KIND-ATTITUDE_SMALL-TALK,7
T_20_S23,"Ah, bene! Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,7
T_20_U23,vorrei scolpire i miei addominali,STATEMENT,7
T_20_S24,Per quale motivo non hai mai provato?,QUESTION,7
T_20_U24,ho provato ma è faticoso,STATEMENT,7
T_20_S25,Quali sono i problemi che hai incontrato?,QUESTION,7
T_20_U25,stanchezza,STATEMENT,7
T_20_S26,"Hai mai riflettuto su quanto sia importante, per te, mangiare bene e sentirti in forma? Hai mai riflettuto se sia o no importante, per te, mangiare in modo sano ed equilibrato e sentirti bene e in forma?",QUESTION,7
T_20_U26,si vado anche in palestra,STATEMENT,7
T_20_S27,"Fantastico! Allora sai che.. Alimentazione corretta e abitudini sane influiscono sul nostro aspetto, sulla nostra salute, su quanto riusciamo a goderci la vita. Scelte alimentari intelligenti adottate nel periodo infantile e mantenute da adulti possono contribuire a ridurre il rischio di malattie quali obesita', malattie cardiache, ipertensione, diabete, alcuni tipi di cancro e osteoporosi.",PERSUASION-SUGGEST,7
T_20_U27,ok molto gentile da parte tua parlane,KIND-ATTITUDE_SMALL-TALK,7
T_20_S28,"Idealmente un pasto dovrebbe contenere da 75 a 100 grammi di carne, un frutto di media grandezza, un piccolo piatto di pasta o 50 grammi di gelato. I cibi pronti permettono di controllare le porzioni riportando sulla confezione il valore energetico in calorie.",OFFER-GIVE-INFO,7
T_20_U28,ok sei stata molto gentile,AGREE,7
T_20_S29,"Se hai dei problemi, in futuro, torna da me; proveremo a risolverli insieme",OFFER-GIVE-INFO,7
T_20_U29,arrivederci a presto allora!,CLOSING,7
T_20_S30,Arrivederci. E' stato davvero piacevole interagire con te. Torna pure quando vuoi.,CLOSING,7
T_20_U30,anche per me,KIND-ATTITUDE_SMALL-TALK,7
T_23_S1,"Ciao, mi chiamo Valentina. Sono qui per esserti di aiuto;  possiamo chiacchierare delle tue abitudini alimentari, e posso darti dei suggerimenti su come migliorare la tua dieta.",OPENING,8
T_23_U1,come posso migliorare la mia dieta?,INFO-REQUEST,8
T_23_S2,"Proviamo a parlare delle tue abitudini alimentari. Cosa mangi, di solito?",QUESTION,8
T_23_U2,mangio cibi che contengono molti grassi e poca frutta,STATEMENT,8
T_23_S3,"Un eccesso di grasso corporeo costituisce un fattore di rischio elevato per lo sviluppo di malattie serie, come quelle cardiache e il diabete. Quelli piu' pericolosi sono i grassi saturi, che sono contenuti in quasi tutti gli alimenti di origine animale come la carne, il latte, il formaggio e il burro. Ma i grassi saturi si trovano anche in alcuni prodotti di origine vegetale, come la margarina e gli olii di cocco e di palma. Limitare la quantita' di grassi, in particolare di quelli saturi, e' un principio fondamentale di una dieta sana.",PERSUASION-SUGGEST,8
T_23_U3,ho anche l'abitudine di non fare mai colazione.,STATEMENT,8
T_23_S4,Mangiare ad orari fissi ti aiuta ad evitare di saltare i pasti e di trascurare sostanze che molto probabilmente non assumeresti nei pasti successivi.,PERSUASION-SUGGEST,8
T_23_U4,spesso mi capita di cenare anche a sera inoltrata. cosa comporta quest'abitudine?,INFO-REQUEST,8
T_23_S5,"Lo so: mangiare, e forse vivere, in modo disordinato, sembra a molti piacevole,e forse hanno ragione. Ma a lungo andare gli effetti negativi si fanno sentire.",PERSUASION-SUGGEST,8
T_23_U5,e qual è la quantità giusta di zuccheri da assumere giornalmente?,INFO-REQUEST,8
T_23_S6,Mi dispiace davvero e mi vergogno anche un po'. Ma non so rispondere a questa domanda Ti attirano i dolci? Ti fermi mai davanti alla vetrina di una bella pasticceria?,QUESTION,8
T_23_U6,assolutamente sì! adoro i dolci!,STATEMENT,8
T_23_S7,"Difficile resistere alle tentazioni! Dovresti evitare i dolci, o almeno limitarli a particolari occasioni. Ti suggerirei di scegliere i gelati alla frutta e i dolci secchi o con la marmellata, evitando quelli farciti con la panna o con creme elaborate, e, quindi, ricchi di grassi e di calorie.",PERSUASION-SUGGEST,8
T_23_U7,e della verdura che mi sai dire?io ne mangio pochissima,INFO-REQUEST,8
T_23_S8,"Diverse ricerche hanno dimostrato l'importanza di una dieta ricca di vegetali e di frutta. Idealmente, bisognerebbe mangiare almeno cinque porzioni di frutta e verdura al giorno. Una porzione consiste, ad esempio, in una mela, due o tre cucchiai di verdure congelate o un bicchiere di succo di frutta. In generale, si consiglia di consumare, ogni giorno, una porzione di verdura cotta, una di verdura cruda e due o tre di frutta fresca.",PERSUASION-SUGGEST,8
T_23_U8,in che momento della giornata è preferibile consumare la frutta?,INFO-REQUEST,8
T_23_S9,"Dovresti cercare di mangiare la verdura fresca prima del pasto, per sentire subito un senso di sazieta', e dovresti evitare di consumare frutta zuccherina alla fine del pasto, per evitare problemi di digestione.",PERSUASION-SUGGEST,8
T_3_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,9
T_3_U1,sono Simone e ci tengo alla mia alimentazione,OPENING,9
T_3_S2,Quali sono le tue abitudini alimentari?,QUESTION,9
T_3_U2,"provo a mangiare ad orari fissi, cioè a colazione pranzo e cena e vario i cibi a seconda dell'orario",STATEMENT,9
T_3_S3,Ti piace mangiare?,QUESTION,9
T_3_U3,"si, ma anche tenere alla mia salute",STATEMENT,9
T_3_S4,Che pensi di un bel piatto di spaghetti?,QUESTION,9
T_3_U4,vorrei sapere che cosa si intende per equilibrio alimentare,INFO-REQUEST,9
T_3_S5,"Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata, prima di assumere altri cibi.",PERSUASION-SUGGEST,9
T_3_U5,secondo te come si bilanciano gli alimenti?,INFO-REQUEST,9
T_3_S6,"In una dieta equilibrata, almeno il 50 percento delle calorie totali dovrebbe provenire da cibi a base di carboidrati.",PERSUASION-SUGGEST,9
T_3_U6,e le altre sostanze come si distribuiscono nela giornata?,INFO-REQUEST,9
T_3_S7,"Idealmente, bisognerebbe mangiare almeno cinque porzioni di frutta e verdura , ogni giorno.",PERSUASION-SUGGEST,9
T_3_U7,e oltre la frutta?,INFO-REQUEST,9
T_3_S8,"Limitare la dose di grassi, in particolare quelli saturi, rappresenta un elemento fondamentale di una dieta sana.",PERSUASION-SUGGEST,9
T_3_U8,quali alimenti contengono i grassi insaturi?,INFO-REQUEST,9
T_3_S9,"Mi dispiace, non so rispondere a questa domanda.",ANSWER,9
T_3_U9,secondo te è importante considerare il peso di una persona nel momento in cui decide di iniziare una dieta?,INFO-REQUEST,9
T_3_S10,Si,ANSWER,9
T_3_U10,e quali altri accorgimenti dovrebbe prendere una persona in sovrappeso che decide di iniziare una dieta?,INFO-REQUEST,9
T_3_S11,"Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata, prima di assumere altri cibi.",PERSUASION-SUGGEST,9
T_3_U11,una persona con problemi di cuore potrebbe cominciare una dieta?,INFO-REQUEST,9
T_3_S12,Credo di si,ANSWER,9
T_3_U12,quali problemi di carattere medico può provocare una cattiva alimentazione?,INFO-REQUEST,9
T_3_S13,"Molti pensano che mangiare sia soltanto un piacere o un modo per sopravvivere. Invece contribuisce in modo fondamentale al benessere. A lungo andare, nutrirsi in modo sbagliato rischia di influire negativamente sulla tua salute. Lo sai, vero?",PERSUASION-SUGGEST,9
T_3_U13,"si, ma in che modo?",SOLICITATION-REQ_CLARIFICATION,9
T_3_S14,"Mi dispiace, non so rispondere a questa domanda.",ANSWER,9
T_3_U14,se si mangiano molte patatine fritte è un bene?,INFO-REQUEST,9
T_3_S15,No,ANSWER,9
T_3_U15,perchè?,SOLICITATION-REQ_CLARIFICATION,9
T_3_S16,"Il fritto piace a molti, ma andrebbe limitato per quanto possibile. Le cose che compri alle macchinette contengono molte sostanze dannose e pochi elementi nutritivi.",PERSUASION-SUGGEST,9
T_3_U16,"ho capito, ma qual'è il rischio salutare di assumere cibi fritti?",INFO-REQUEST,9
T_3_S17,"Pensi che la tua dieta sia giusta, o vorresti cambiare le tue abitudini alimentari?",QUESTION,9
T_3_U17,penso che dovrei controllare maggiormente il consumo di dolciumi.,STATEMENT,9
T_3_S18,Hai mai desiderato di cambiare dieta?,QUESTION,9
T_3_U18,si,GENERIC-ANSWER,9
T_3_S19,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,9
T_3_U19,ho quattro chili di troppo e quindi vorrei cambiarlo.,STATEMENT,9
T_3_S20,Per quale motivo non hai mai provato?,QUESTION,9
T_3_U20,perchè non sono molto paziente.,STATEMENT,9
T_3_S21,Prova a pensare a tutto quello che mangi durante il giorno. Ti sembra di assumere tutte le sostanze di cui avresti bisogno?,QUESTION,9
T_3_U21,assumo regolarmente carboidrati proteine e vitamine. forse scarseggio con i sali minerali e abbondo con i grassi.,STATEMENT,9
T_3_S22,"Non bisogna eliminare completamente i grassi.Basta limitarne le dosi, soprattutto di quelli saturi, privilegiando invece i grassi insaturi, come il magnifico olio di oliva!",PERSUASION-SUGGEST,9
T_3_U22,io ho difficoltà ad organizzare la mia dieta per mancanza di tempo.,STATEMENT,9
T_3_S23,"Certo, organizzarti in modo da mangiare correttamente probabilmente non ti sembra facile, specialmente se lavori o studi e non hai nessuno che ti aiuta. Devi trovare il tempo per fare la spesa e cucinare un pasto variato, mentre preparare un panino oppure mangiare quello che capita richiede sicuramente meno tempo.",OFFER-GIVE-INFO,9
T_3_U23,sono invalido al 90%,STATEMENT,9
T_3_S24,Ti consiglio di consultare un esperto,ANSWER,9
T_3_U24,mi indicheresti quale?,INFO-REQUEST,9
T_3_S25,Grazie e arrivederci!,CLOSING,9
T_3_U25,ciao e grazie per la tua pazienza e collaborazione e tu non mi saluti?,KIND-ATTITUDE_SMALL-TALK,9
T_3_S26,Grazie e arrivederci!,CLOSING,9
T_3_U26,dici sempre le stesse cose?,REJECT,9
T_3_S27,Credo di no,ANSWER,9
T_3_U27,"e io invece si, comunque non importa.",KIND-ATTITUDE_SMALL-TALK,9
T_3_S28,Complimenti e arrivederci!,CLOSING,9
T_2_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,10
T_2_U1,sono Simone e ci tengo alla mia alimentazione,OPENING,10
T_2_S2,Quali sono le tue abitudini alimentari?,QUESTION,10
T_2_U2,"provo a mangiare ad orari fissi, cioè a colazione pranzo e cena e vario i cibi a seconda dell'orario",STATEMENT,10
T_2_S3,Ti piace mangiare?,QUESTION,10
T_2_U3,"si, ma anche tenere alla mia salute",STATEMENT,10
T_2_S4,Che pensi di un bel piatto di spaghetti?,QUESTION,10
T_2_U4,vorrei sapere che cosa si intende per equilibrio alimentare,INFO-REQUEST,10
T_2_S5,"Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata, prima di assumere altri cibi.",PERSUASION-SUGGEST,10
T_2_U5,secondo te come si bilanciano gli alimenti?,INFO-REQUEST,10
T_2_S6,"In una dieta equilibrata, almeno il 50 percento delle calorie totali dovrebbe provenire da cibi a base di carboidrati.",PERSUASION-SUGGEST,10
T_2_U6,e le altre sostanze come si distribuiscono nela giornata?,INFO-REQUEST,10
T_2_S7,"Idealmente, bisognerebbe mangiare almeno cinque porzioni di frutta e verdura , ogni giorno.",PERSUASION-SUGGEST,10
T_2_U7,e oltre la frutta?,INFO-REQUEST,10
T_2_S8,"Limitare la dose di grassi, in particolare quelli saturi, rappresenta un elemento fondamentale di una dieta sana.",PERSUASION-SUGGEST,10
T_2_U8,quali alimenti contengono i grassi insaturi?,INFO-REQUEST,10
T_2_S9,"Mi dispiace, non so rispondere a questa domanda.",ANSWER,10
T_2_U9,secondo te è importante considerare il peso di una persona nel momento in cui decide di iniziare una dieta?,INFO-REQUEST,10
T_2_S10,Si,ANSWER,10
T_2_U10,e quali altri accorgimenti dovrebbe prendere una persona in sovrappeso che decide di iniziare una dieta?,INFO-REQUEST,10
T_2_S11,"Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata, prima di assumere altri cibi.",PERSUASION-SUGGEST,10
T_2_U11,una persona con problemi di cuore potrebbe cominciare una dieta?,INFO-REQUEST,10
T_2_S12,Credo di si,ANSWER,10
T_2_U12,quali problemi di carattere medico può provocare una cattiva alimentazione?,INFO-REQUEST,10
T_2_S13,"Molti pensano che mangiare sia soltanto un piacere o un modo per sopravvivere. Invece contribuisce in modo fondamentale al benessere. A lungo andare, nutrirsi in modo sbagliato rischia di influire negativamente sulla tua salute. Lo sai, vero?",PERSUASION-SUGGEST,10
T_2_U13,"si, ma in che modo?",SOLICITATION-REQ_CLARIFICATION,10
T_2_S14,"Mi dispiace, non so rispondere a questa domanda.",ANSWER,10
T_2_U14,se si mangiano molte patatine fritte è un bene?,INFO-REQUEST,10
T_2_S15,No,ANSWER,10
T_2_U15,perchè?,SOLICITATION-REQ_CLARIFICATION,10
T_2_S16,"Il fritto piace a molti, ma andrebbe limitato per quanto possibile. Le cose che compri alle macchinette contengono molte sostanze dannose e pochi elementi nutritivi.",PERSUASION-SUGGEST,10
T_2_U16,"ho capito, ma qual'è il rischio salutare di assumere cibi fritti?",INFO-REQUEST,10
T_2_S17,"Pensi che la tua dieta sia giusta, o vorresti cambiare le tue abitudini alimentari?",QUESTION,10
T_2_U17,penso che dovrei controllare maggiormente il consumo di dolciumi.,STATEMENT,10
T_2_S18,Hai mai desiderato di cambiare dieta?,QUESTION,10
T_2_U18,si,GENERIC-ANSWER,10
T_2_S19,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,10
T_2_U19,ho quattro chili di troppo e quindi vorrei cambiarlo.,STATEMENT,10
T_2_S20,Per quale motivo non hai mai provato?,QUESTION,10
T_2_U20,perchè non sono molto paziente.,STATEMENT,10
T_2_S21,Prova a pensare a tutto quello che mangi durante il giorno. Ti sembra di assumere tutte le sostanze di cui avresti bisogno?,QUESTION,10
T_2_U21,assumo regolarmente carboidrati proteine e vitamine. forse scarseggio con i sali minerali e abbondo con i grassi.,STATEMENT,10
T_2_S22,"Non bisogna eliminare completamente i grassi.Basta limitarne le dosi, soprattutto di quelli saturi, privilegiando invece i grassi insaturi, come il magnifico olio di oliva!",PERSUASION-SUGGEST,10
T_2_U22,io ho difficoltà ad organizzare la mia dieta per mancanza di tempo.,STATEMENT,10
T_2_S23,"Certo, organizzarti in modo da mangiare correttamente probabilmente non ti sembra facile, specialmente se lavori o studi e non hai nessuno che ti aiuta. Devi trovare il tempo per fare la spesa e cucinare un pasto variato, mentre preparare un panino oppure mangiare quello che capita richiede sicuramente meno tempo.",OFFER-GIVE-INFO,10
T_2_U23,sono invalido al 90%,STATEMENT,10
T_2_S24,Ti consiglio di consultare un esperto,ANSWER,10
T_2_U24,mi indicheresti quale?,INFO-REQUEST,10
T_2_S25,Grazie e arrivederci!,CLOSING,10
T_2_U25,ciao e grazie per la tua pazienza e collaborazione e tu non mi saluti?,KIND-ATTITUDE_SMALL-TALK,10
T_2_S26,Grazie e arrivederci!,CLOSING,10
T_2_U26,dici sempre le stesse cose?,REJECT,10
T_2_S27,Credo di no,ANSWER,10
T_2_U27,"e io invece si, comunque non importa.",KIND-ATTITUDE_SMALL-TALK,10
T_2_S28,Complimenti e arrivederci!,CLOSING,10
S_1_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta. Che cosa hai mangiato per pranzo?",OPENING,11
S_1_U1,Un panino,STATEMENT,11
S_1_S2,Che cosa hai mangiato per colazione?,QUESTION,11
S_1_U2,Cornetto e brioche con un cappuccino,STATEMENT,11
S_1_S3,Ti alimenti spesso in questa maniera?,QUESTION,11
S_1_U3,No,GENERIC-ANSWER,11
S_1_S4,Che pensi di un bel piatto di spaghetti?,QUESTION,11
S_1_U4,Ottimo,STATEMENT,11
S_1_S5,Ti attirano molto i dolci?,QUESTION,11
S_1_U5,Non sempre,STATEMENT,11
S_1_S6,Pensi che la tua dieta sia giusta o vorresti cambiare le tue abitudini alimentari?,QUESTION,11
S_1_U6,"Vorrei cambiare, sì",STATEMENT,11
S_1_S7,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,11
S_1_U7,Vorrei cambiarlo,STATEMENT,11
S_1_S8,"Posso darti dei suggerimenti su quale potrebbe essere  una dieta corretta per te, se vuoi. Prova a pensare a tutto quello che mangi durante il giorno: ti sembra di assumere tutte le sostanze...?",QUESTION,11
S_1_U8,No,GENERIC-ANSWER,11
S_1_S9,Hai mai provato a chiederti a cosa sono dovute le tue abitudini alimentari?,QUESTION,11
S_1_U9,Sì,GENERIC-ANSWER,11
S_1_S10,"Hai mai riflettuto sull’importanza che ha, per te, mangiar bene e sentirti in forma?",QUESTION,11
S_1_U10,Sì,GENERIC-ANSWER,11
S_1_S11,"Il nostro organismo ha bisogno di oltre 40 sostanze nutritive diverse. Quindi, per mantenersi in forma... Ci sono aspetti particolari della dieta sui quali ti piacerebbe avere maggiori informazioni? Posso provare...",OFFER-GIVE-INFO,11
S_1_U11,Sì,GENERIC-ANSWER,11
S_1_S12,E allora? Dimmi qualcosa di più!,ENCOURAGE-SORRY,11
S_1_U12,Vitamine,INFO-REQUEST,11
S_1_S13,"La ricerca ha dimostrato che ingerire le dosi raccomandate di Vitamina A e C, fibre e sali minerali  può avere... Meglio ingerire la verdura fresca prima del pasto, per raggiungere rapidamente il senso di sazietà e...",PERSUASION-SUGGEST,11
