Utterance,Dialogue_Act,Speaker,Dialogue_ID
"mhm",BACKCHANNEL,B,90
"ja ich denke ich werde mich dann für die mittlere Preisklasse entscheiden",ACCEPT,B,90
"da das ja auch Konferenzraum hatte wie Sie sagten",GIVE_REASON,B,90
"und was war das andere",REQUEST,B,90
"ja ja Konferenzraum und das liegt in der City zentral also",INFORM,A,90
"ja ich denke ich werde mich dann für die mittlere Preisklasse entscheiden",ACCEPT,B,91
"da das ja auch Konferenzraum hatte wie Sie sagten",GIVE_REASON,B,91
"und was war das andere",REQUEST,B,91
"ja ja Konferenzraum und das liegt in der City zentral also",INFORM,A,91
"ja das würde sich dann ja anbieten",FEEDBACK_POSITIVE,B,91
"da das ja auch Konferenzraum hatte wie Sie sagten",GIVE_REASON,B,92
"und was war das andere",REQUEST,B,92
"ja ja Konferenzraum und das liegt in der City zentral also",INFORM,A,92
"ja das würde sich dann ja anbieten",FEEDBACK_POSITIVE,B,92
"dann kann man ja von da auch in die City sich mal ankucken",INFORM,B,92
"und was war das andere",REQUEST,B,93
"ja ja Konferenzraum und das liegt in der City zentral also",INFORM,A,93
"ja das würde sich dann ja anbieten",FEEDBACK_POSITIVE,B,93
"dann kann man ja von da auch in die City sich mal ankucken",INFORM,B,93
"<ähm> ja <äh>",NOT_CLASSIFIABLE,B,93
"ja ja Konferenzraum und das liegt in der City zentral also",INFORM,A,94
"ja das würde sich dann ja anbieten",FEEDBACK_POSITIVE,B,94
"dann kann man ja von da auch in die City sich mal ankucken",INFORM,B,94
"<ähm> ja <äh>",NOT_CLASSIFIABLE,B,94
"ja wann <häs> wann möchten Sie denn genau reisen",INIT,A,94
"ja das würde sich dann ja anbieten",FEEDBACK_POSITIVE,B,95
"dann kann man ja von da auch in die City sich mal ankucken",INFORM,B,95
"<ähm> ja <äh>",NOT_CLASSIFIABLE,B,95
"ja wann <häs> wann möchten Sie denn genau reisen",INIT,A,95
"haben Sie irgendeinen Termin",REQUEST_SUGGEST,A,95
"dann kann man ja von da auch in die City sich mal ankucken",INFORM,B,96
"<ähm> ja <äh>",NOT_CLASSIFIABLE,B,96
"ja wann <häs> wann möchten Sie denn genau reisen",INIT,A,96
"haben Sie irgendeinen Termin",REQUEST_SUGGEST,A,96
"<hm> ich schaue grade auf meinen Kalender",DELIBERATE,B,96
"<ähm> ja <äh>",NOT_CLASSIFIABLE,B,97
"ja wann <häs> wann möchten Sie denn genau reisen",INIT,A,97
"haben Sie irgendeinen Termin",REQUEST_SUGGEST,A,97
"<hm> ich schaue grade auf meinen Kalender",DELIBERATE,B,97
"<ähm> in der zw dritten Februarwoche",SUGGEST,B,97
"ja wann <häs> wann möchten Sie denn genau reisen",INIT,A,98
"haben Sie irgendeinen Termin",REQUEST_SUGGEST,A,98
"<hm> ich schaue grade auf meinen Kalender",DELIBERATE,B,98
"<ähm> in der zw dritten Februarwoche",SUGGEST,B,98
"würde es mir <%> direkt nach Karneval",INFORM,B,98
"haben Sie irgendeinen Termin",REQUEST_SUGGEST,A,99
"<hm> ich schaue grade auf meinen Kalender",DELIBERATE,B,99
"<ähm> in der zw dritten Februarwoche",SUGGEST,B,99
"würde es mir <%> direkt nach Karneval",INFORM,B,99
"am sieb Mittwoch den siebzehnten",SUGGEST,B,99
"<hm> ich schaue grade auf meinen Kalender",DELIBERATE,B,100
"<ähm> in der zw dritten Februarwoche",SUGGEST,B,100
"würde es mir <%> direkt nach Karneval",INFORM,B,100
"am sieb Mittwoch den siebzehnten",SUGGEST,B,100
"also Aschermittwoch müßte das sein",CLARIFY,B,100
"<ähm> in der zw dritten Februarwoche",SUGGEST,B,101
"würde es mir <%> direkt nach Karneval",INFORM,B,101
"am sieb Mittwoch den siebzehnten",SUGGEST,B,101
"also Aschermittwoch müßte das sein",CLARIFY,B,101
"bis <äh> Freitag den neunzehnten eventuell bis Samstag",SUGGEST,B,101
"würde es mir <%> direkt nach Karneval",INFORM,B,102
"am sieb Mittwoch den siebzehnten",SUGGEST,B,102
"also Aschermittwoch müßte das sein",CLARIFY,B,102
"bis <äh> Freitag den neunzehnten eventuell bis Samstag",SUGGEST,B,102
"je nachdem wie ich mit meiner Konferenz durchkomme",GIVE_REASON,B,102
"am sieb Mittwoch den siebzehnten",SUGGEST,B,103
"also Aschermittwoch müßte das sein",CLARIFY,B,103
"bis <äh> Freitag den neunzehnten eventuell bis Samstag",SUGGEST,B,103
"je nachdem wie ich mit meiner Konferenz durchkomme",GIVE_REASON,B,103
"mhm",BACKCHANNEL,A,103
"also Aschermittwoch müßte das sein",CLARIFY,B,104
"bis <äh> Freitag den neunzehnten eventuell bis Samstag",SUGGEST,B,104
"je nachdem wie ich mit meiner Konferenz durchkomme",GIVE_REASON,B,104
"mhm",BACKCHANNEL,A,104
"ja das ist gut",ACCEPT,A,104
"bis <äh> Freitag den neunzehnten eventuell bis Samstag",SUGGEST,B,105
"je nachdem wie ich mit meiner Konferenz durchkomme",GIVE_REASON,B,105
"mhm",BACKCHANNEL,A,105
"ja das ist gut",ACCEPT,A,105
"nämlich da hat dieses Hotel Königshof auch noch Zimmer frei also das wäre kein Problem",GIVE_REASON,A,105
"je nachdem wie ich mit meiner Konferenz durchkomme",GIVE_REASON,B,106
"mhm",BACKCHANNEL,A,106
"ja das ist gut",ACCEPT,A,106
"nämlich da hat dieses Hotel Königshof auch noch Zimmer frei also das wäre kein Problem",GIVE_REASON,A,106
"dann bleibt nur noch die Frage zu klären wie die Anreise ist",INIT,A,106
"mhm",BACKCHANNEL,A,107
"ja das ist gut",ACCEPT,A,107
"nämlich da hat dieses Hotel Königshof auch noch Zimmer frei also das wäre kein Problem",GIVE_REASON,A,107
"dann bleibt nur noch die Frage zu klären wie die Anreise ist",INIT,A,107
"also ich kann Ihnen da anbieten einmal Zugverbindung",SUGGEST,A,107
"ja das ist gut",ACCEPT,A,108
"nämlich da hat dieses Hotel Königshof auch noch Zimmer frei also das wäre kein Problem",GIVE_REASON,A,108
"dann bleibt nur noch die Frage zu klären wie die Anreise ist",INIT,A,108
"also ich kann Ihnen da anbieten einmal Zugverbindung",SUGGEST,A,108
"oder Flugverbindung",SUGGEST,A,108
"nämlich da hat dieses Hotel Königshof auch noch Zimmer frei also das wäre kein Problem",GIVE_REASON,A,109
"dann bleibt nur noch die Frage zu klären wie die Anreise ist",INIT,A,109
"also ich kann Ihnen da anbieten einmal Zugverbindung",SUGGEST,A,109
"oder Flugverbindung",SUGGEST,A,109
"haben Sie ein <häs> würden Sie eines vorziehen",REQUEST,A,109
"dann bleibt nur noch die Frage zu klären wie die Anreise ist",INIT,A,110
"also ich kann Ihnen da anbieten einmal Zugverbindung",SUGGEST,A,110
"oder Flugverbindung",SUGGEST,A,110
"haben Sie ein <häs> würden Sie eines vorziehen",REQUEST,A,110
"oder möchten Sie beides ma",NOT_CLASSIFIABLE,A,110
"also ich kann Ihnen da anbieten einmal Zugverbindung",SUGGEST,A,111
"oder Flugverbindung",SUGGEST,A,111
"haben Sie ein <häs> würden Sie eines vorziehen",REQUEST,A,111
"oder möchten Sie beides ma",NOT_CLASSIFIABLE,A,111
"<hm> ja je nachdem wie lange",FEEDBACK,B,111
"oder Flugverbindung",SUGGEST,A,112
"haben Sie ein <häs> würden Sie eines vorziehen",REQUEST,A,112
"oder möchten Sie beides ma",NOT_CLASSIFIABLE,A,112
"<hm> ja je nachdem wie lange",FEEDBACK,B,112
"wie lang ist denn die Dauer mit der Zugverbindung",REQUEST,B,112
"haben Sie ein <häs> würden Sie eines vorziehen",REQUEST,A,113
"oder möchten Sie beides ma",NOT_CLASSIFIABLE,A,113
"<hm> ja je nachdem wie lange",FEEDBACK,B,113
"wie lang ist denn die Dauer mit der Zugverbindung",REQUEST,B,113
"ja also der Zug <äh> fährt insgesamt drei Stunden und zwanzig Minuten",INFORM,A,113
"oder möchten Sie beides ma",NOT_CLASSIFIABLE,A,114
"<hm> ja je nachdem wie lange",FEEDBACK,B,114
"wie lang ist denn die Dauer mit der Zugverbindung",REQUEST,B,114
"ja also der Zug <äh> fährt insgesamt drei Stunden und zwanzig Minuten",INFORM,A,114
"vom Flug also der braucht zirka eine Stunde",INFORM,A,114
"<hm> ja je nachdem wie lange",FEEDBACK,B,115
"wie lang ist denn die Dauer mit der Zugverbindung",REQUEST,B,115
"ja also der Zug <äh> fährt insgesamt drei Stunden und zwanzig Minuten",INFORM,A,115
"vom Flug also der braucht zirka eine Stunde",INFORM,A,115
"mhm",BACKCHANNEL,B,115
"wie lang ist denn die Dauer mit der Zugverbindung",REQUEST,B,116
"ja also der Zug <äh> fährt insgesamt drei Stunden und zwanzig Minuten",INFORM,A,116
"vom Flug also der braucht zirka eine Stunde",INFORM,A,116
"mhm",BACKCHANNEL,B,116
"mhm",BACKCHANNEL,B,116
"ja also der Zug <äh> fährt insgesamt drei Stunden und zwanzig Minuten",INFORM,A,117
"vom Flug also der braucht zirka eine Stunde",INFORM,A,117
"mhm",BACKCHANNEL,B,117
"mhm",BACKCHANNEL,B,117
"allerdings muß man da noch ein und auschecken und die ganzen Flughafensachen",INFORM,A,117
"vom Flug also der braucht zirka eine Stunde",INFORM,A,118
"mhm",BACKCHANNEL,B,118
"mhm",BACKCHANNEL,B,118
"allerdings muß man da noch ein und auschecken und die ganzen Flughafensachen",INFORM,A,118
"ja ich denke nee",DELIBERATE,B,118
"mhm",BACKCHANNEL,B,119
"mhm",BACKCHANNEL,B,119
"allerdings muß man da noch ein und auschecken und die ganzen Flughafensachen",INFORM,A,119
"ja ich denke nee",DELIBERATE,B,119
"drei Stunden zwanzig Minuten ist auch okay",ACCEPT,B,119
"mhm",BACKCHANNEL,B,120
"allerdings muß man da noch ein und auschecken und die ganzen Flughafensachen",INFORM,A,120
"ja ich denke nee",DELIBERATE,B,120
"drei Stunden zwanzig Minuten ist auch okay",ACCEPT,B,120
"dann bin ich um fü kurz vor neun",NOT_CLASSIFIABLE,B,120
"allerdings muß man da noch ein und auschecken und die ganzen Flughafensachen",INFORM,A,121
"ja ich denke nee",DELIBERATE,B,121
"drei Stunden zwanzig Minuten ist auch okay",ACCEPT,B,121
"dann bin ich um fü kurz vor neun",NOT_CLASSIFIABLE,B,121
"mhm",BACKCHANNEL,A,121
"ja ich denke nee",DELIBERATE,B,122
"drei Stunden zwanzig Minuten ist auch okay",ACCEPT,B,122
"dann bin ich um fü kurz vor neun",NOT_CLASSIFIABLE,B,122
"mhm",BACKCHANNEL,A,122
"ja also der Zug fährt auch stündlich ab Bonn Hauptbahnhof",INFORM,A,122
"drei Stunden zwanzig Minuten ist auch okay",ACCEPT,B,123
"dann bin ich um fü kurz vor neun",NOT_CLASSIFIABLE,B,123
"mhm",BACKCHANNEL,A,123
"ja also der Zug fährt auch stündlich ab Bonn Hauptbahnhof",INFORM,A,123
"ach so das ist ja <%> prima",FEEDBACK_POSITIVE,B,123
"dann bin ich um fü kurz vor neun",NOT_CLASSIFIABLE,B,124
"mhm",BACKCHANNEL,A,124
"ja also der Zug fährt auch stündlich ab Bonn Hauptbahnhof",INFORM,A,124
"ach so das ist ja <%> prima",FEEDBACK_POSITIVE,B,124
"allerdings muß man einmal umsteigen in Dortmund",INFORM,A,124
"mhm",BACKCHANNEL,A,125
"ja also der Zug fährt auch stündlich ab Bonn Hauptbahnhof",INFORM,A,125
"ach so das ist ja <%> prima",FEEDBACK_POSITIVE,B,125
"allerdings muß man einmal umsteigen in Dortmund",INFORM,A,125
"also man hat vorher $I-$C und ab Dortmund dann einen $I-$C-$E bis Hannover",INFORM,A,125
"ja also der Zug fährt auch stündlich ab Bonn Hauptbahnhof",INFORM,A,126
"ach so das ist ja <%> prima",FEEDBACK_POSITIVE,B,126
"allerdings muß man einmal umsteigen in Dortmund",INFORM,A,126
"also man hat vorher $I-$C und ab Dortmund dann einen $I-$C-$E bis Hannover",INFORM,A,126
"ja das ist ja dann relativ komfortabel",FEEDBACK_POSITIVE,B,126
"ach so das ist ja <%> prima",FEEDBACK_POSITIVE,B,127
"allerdings muß man einmal umsteigen in Dortmund",INFORM,A,127
"also man hat vorher $I-$C und ab Dortmund dann einen $I-$C-$E bis Hannover",INFORM,A,127
"ja das ist ja dann relativ komfortabel",FEEDBACK_POSITIVE,B,127
"das ist ja dann kein Problem",FEEDBACK_POSITIVE,B,127
"allerdings muß man einmal umsteigen in Dortmund",INFORM,A,128
"also man hat vorher $I-$C und ab Dortmund dann einen $I-$C-$E bis Hannover",INFORM,A,128
"ja das ist ja dann relativ komfortabel",FEEDBACK_POSITIVE,B,128
"das ist ja dann kein Problem",FEEDBACK_POSITIVE,B,128
"<ähm> ja dann <ähm> der fährt stündlich",INFORM,B,128
"also man hat vorher $I-$C und ab Dortmund dann einen $I-$C-$E bis Hannover",INFORM,A,129
"ja das ist ja dann relativ komfortabel",FEEDBACK_POSITIVE,B,129
"das ist ja dann kein Problem",FEEDBACK_POSITIVE,B,129
"<ähm> ja dann <ähm> der fährt stündlich",INFORM,B,129
"sagten Sie",REQUEST_COMMENT,B,129
"ja das ist ja dann relativ komfortabel",FEEDBACK_POSITIVE,B,130
"das ist ja dann kein Problem",FEEDBACK_POSITIVE,B,130
"<ähm> ja dann <ähm> der fährt stündlich",INFORM,B,130
"sagten Sie",REQUEST_COMMENT,B,130
"wie sind denn da die Abfahrtszeiten",REQUEST_SUGGEST,B,130
"das ist ja dann kein Problem",FEEDBACK_POSITIVE,B,131
"<ähm> ja dann <ähm> der fährt stündlich",INFORM,B,131
"sagten Sie",REQUEST_COMMENT,B,131
"wie sind denn da die Abfahrtszeiten",REQUEST_SUGGEST,B,131
"ja stündlich immer um Viertel vor volle Stunde",INFORM,A,131
"<ähm> ja dann <ähm> der fährt stündlich",INFORM,B,132
"sagten Sie",REQUEST_COMMENT,B,132
"wie sind denn da die Abfahrtszeiten",REQUEST_SUGGEST,B,132
"ja stündlich immer um Viertel vor volle Stunde",INFORM,A,132
"also von von sechs Uhr fünfundvierzig bis achtzehn Uhr fünfundvierzig den ganzen Tag über",INFORM,A,132
"sagten Sie",REQUEST_COMMENT,B,133
"wie sind denn da die Abfahrtszeiten",REQUEST_SUGGEST,B,133
"ja stündlich immer um Viertel vor volle Stunde",INFORM,A,133
"also von von sechs Uhr fünfundvierzig bis achtzehn Uhr fünfundvierzig den ganzen Tag über",INFORM,A,133
"mhm",BACKCHANNEL,B,133
"dann <äh> würde ich den um Viertel vor acht nehmen",SUGGEST,B,134
"mhm",BACKCHANNEL,A,134
"ja gut",ACCEPT,A,134
"<ähm> <häs> soll ich Karten schon für Sie reservieren im Zug",OFFER,A,134
"ja das wäre sehr nett",ACCEPT,B,134
"mhm",BACKCHANNEL,A,135
"ja gut",ACCEPT,A,135
"<ähm> <häs> soll ich Karten schon für Sie reservieren im Zug",OFFER,A,135
"ja das wäre sehr nett",ACCEPT,B,135
"<ähm>",NOT_CLASSIFIABLE,B,135
"ja gut",ACCEPT,A,136
"<ähm> <häs> soll ich Karten schon für Sie reservieren im Zug",OFFER,A,136
"ja das wäre sehr nett",ACCEPT,B,136
"<ähm>",NOT_CLASSIFIABLE,B,136
"und wieviel <ähm> brauchen Sie",REQUEST,A,136
"<ähm> <häs> soll ich Karten schon für Sie reservieren im Zug",OFFER,A,137
"ja das wäre sehr nett",ACCEPT,B,137
"<ähm>",NOT_CLASSIFIABLE,B,137
"und wieviel <ähm> brauchen Sie",REQUEST,A,137
"eine einen Platz nur",REQUEST,A,137
"ja das wäre sehr nett",ACCEPT,B,138
"<ähm>",NOT_CLASSIFIABLE,B,138
"und wieviel <ähm> brauchen Sie",REQUEST,A,138
"eine einen Platz nur",REQUEST,A,138
"oder fahren mehrere Leute aus Ihrer Firma",REQUEST,A,138
"<ähm>",NOT_CLASSIFIABLE,B,139
"und wieviel <ähm> brauchen Sie",REQUEST,A,139
"eine einen Platz nur",REQUEST,A,139
"oder fahren mehrere Leute aus Ihrer Firma",REQUEST,A,139
"ich brauche vorläufig erst mal einen Platz",INFORM,B,139
"und wieviel <ähm> brauchen Sie",REQUEST,A,140
"eine einen Platz nur",REQUEST,A,140
"oder fahren mehrere Leute aus Ihrer Firma",REQUEST,A,140
"ich brauche vorläufig erst mal einen Platz",INFORM,B,140
"wenn es mehrere werden dann rufe ich Sie noch mal an",DEFER,B,140
"eine einen Platz nur",REQUEST,A,141
"oder fahren mehrere Leute aus Ihrer Firma",REQUEST,A,141
"ich brauche vorläufig erst mal einen Platz",INFORM,B,141
"wenn es mehrere werden dann rufe ich Sie noch mal an",DEFER,B,141
"<ähm> da hätte ich allerdings noch eine Frage",DELIBERATE,B,141
"oder fahren mehrere Leute aus Ihrer Firma",REQUEST,A,142
"ich brauche vorläufig erst mal einen Platz",INFORM,B,142
"wenn es mehrere werden dann rufe ich Sie noch mal an",DEFER,B,142
"<ähm> da hätte ich allerdings noch eine Frage",DELIBERATE,B,142
"wie ist das <ähm> mit einem Abendprogramm in Hannover",INIT,B,142
"ich brauche vorläufig erst mal einen Platz",INFORM,B,143
"wenn es mehrere werden dann rufe ich Sie noch mal an",DEFER,B,143
"<ähm> da hätte ich allerdings noch eine Frage",DELIBERATE,B,143
"wie ist das <ähm> mit einem Abendprogramm in Hannover",INIT,B,143
"da kann man was kann man da machen",REQUEST_SUGGEST,B,143
"wenn es mehrere werden dann rufe ich Sie noch mal an",DEFER,B,144
"<ähm> da hätte ich allerdings noch eine Frage",DELIBERATE,B,144
"wie ist das <ähm> mit einem Abendprogramm in Hannover",INIT,B,144
"da kann man was kann man da machen",REQUEST_SUGGEST,B,144
"was bietet sich da an",REQUEST_SUGGEST,B,144
"<ähm> da hätte ich allerdings noch eine Frage",DELIBERATE,B,145
"wie ist das <ähm> mit einem Abendprogramm in Hannover",INIT,B,145
"da kann man was kann man da machen",REQUEST_SUGGEST,B,145
"was bietet sich da an",REQUEST_SUGGEST,B,145
"was können Sie mir empfehlen",REQUEST_SUGGEST,B,145
"wie ist das <ähm> mit einem Abendprogramm in Hannover",INIT,B,146
"da kann man was kann man da machen",REQUEST_SUGGEST,B,146
"was bietet sich da an",REQUEST_SUGGEST,B,146
"was können Sie mir empfehlen",REQUEST_SUGGEST,B,146
"ja also generell haben wir hier in Hannover natürlich alles",INFORM,A,146
"da kann man was kann man da machen",REQUEST_SUGGEST,B,147
"was bietet sich da an",REQUEST_SUGGEST,B,147
"was können Sie mir empfehlen",REQUEST_SUGGEST,B,147
"ja also generell haben wir hier in Hannover natürlich alles",INFORM,A,147
"also Kino Konzerte Theater",SUGGEST,A,147
"also wir haben bis jetzt nur hier bis zum Ende dieses Jahres die Veranstaltungstermine",INFORM,A,148
"da müßten Sie dann eventuell im Januar noch mal sich melden oder ab Januar",DEFER,A,148
"das <äh> werde ich dann machen",ACCEPT,B,148
"okay",ACCEPT,B,148
"dann <ähm> wiederholen wir noch mal wie das war",INFORM,B,148
"<hm> ja ich denke bis Freitag den neunzehnten",CLARIFY,B,149
"also es muß nicht jetzt sofort sein",DEFER,A,149
"so wie es aussieht hat das Hotel auch noch Zimmer frei in den nächsten Monaten",INFORM,A,149
"so ist es nicht aber <häs> für die Reservierung ist es nötig",INFORM,A,149
"okay dann rufe ich Sie noch mal an",DEFER,B,149
"also es muß nicht jetzt sofort sein",DEFER,A,150
"so wie es aussieht hat das Hotel auch noch Zimmer frei in den nächsten Monaten",INFORM,A,150
"so ist es nicht aber <häs> für die Reservierung ist es nötig",INFORM,A,150
"okay dann rufe ich Sie noch mal an",DEFER,B,150
"ja gut",ACCEPT,A,150
"so wie es aussieht hat das Hotel auch noch Zimmer frei in den nächsten Monaten",INFORM,A,151
"so ist es nicht aber <häs> für die Reservierung ist es nötig",INFORM,A,151
"okay dann rufe ich Sie noch mal an",DEFER,B,151
"ja gut",ACCEPT,A,151
"oder",REQUEST_COMMENT,A,151
"so ist es nicht aber <häs> für die Reservierung ist es nötig",INFORM,A,152
"okay dann rufe ich Sie noch mal an",DEFER,B,152
"ja gut",ACCEPT,A,152
"oder",REQUEST_COMMENT,A,152
"ja",FEEDBACK_POSITIVE,A,152
"okay dann rufe ich Sie noch mal an",DEFER,B,153
"ja gut",ACCEPT,A,153
"oder",REQUEST_COMMENT,A,153
"ja",FEEDBACK_POSITIVE,A,153
"oder Sie melden sich",DEFER,B,153
"ja gut",ACCEPT,A,154
"oder",REQUEST_COMMENT,A,154
"ja",FEEDBACK_POSITIVE,A,154
"oder Sie melden sich",DEFER,B,154
"gut",ACCEPT,A,154
"oder",REQUEST_COMMENT,A,155
"ja",FEEDBACK_POSITIVE,A,155
"oder Sie melden sich",DEFER,B,155
"gut",ACCEPT,A,155
"alles klar",FEEDBACK_POSITIVE,B,155
"ja",FEEDBACK_POSITIVE,A,156
"oder Sie melden sich",DEFER,B,156
"gut",ACCEPT,A,156
"alles klar",FEEDBACK_POSITIVE,B,156
"ja gut",FEEDBACK_POSITIVE,A,156
"oder Sie melden sich",DEFER,B,157
"gut",ACCEPT,A,157
"alles klar",FEEDBACK_POSITIVE,B,157
"ja gut",FEEDBACK_POSITIVE,A,157
"dann",NOT_CLASSIFIABLE,A,157
"gut",ACCEPT,A,158
"alles klar",FEEDBACK_POSITIVE,B,158
"ja gut",FEEDBACK_POSITIVE,A,158
"dann",NOT_CLASSIFIABLE,A,158
"ja dann auf Wiederhören",BYE,B,158
"alles klar",FEEDBACK_POSITIVE,B,159
"ja gut",FEEDBACK_POSITIVE,A,159
"dann",NOT_CLASSIFIABLE,A,159
"ja dann auf Wiederhören",BYE,B,159
"gut Wiederhören",BYE,A,159
"hier ist Nicole Schmidt",INTRODUCE,A,160
"grüß Gott",GREET,B,160
"hier ist Doll",INTRODUCE,B,160
"ja es geht um unsre Geschäftsreise",INIT,A,160
"wann soll die sein",REQUEST_CLARIFY,A,160
"grüß Gott",GREET,B,161
"hier ist Doll",INTRODUCE,B,161
"ja es geht um unsre Geschäftsreise",INIT,A,161
"wann soll die sein",REQUEST_CLARIFY,A,161
"ich hätte gern ein paar Terminvorschläge von Ihnen",REQUEST_SUGGEST,A,161
"hier ist Doll",INTRODUCE,B,162
"ja es geht um unsre Geschäftsreise",INIT,A,162
"wann soll die sein",REQUEST_CLARIFY,A,162
"ich hätte gern ein paar Terminvorschläge von Ihnen",REQUEST_SUGGEST,A,162
"jetzt müssen wir uns zuerst mal drüber oder",NOT_CLASSIFIABLE,B,162
"ja es geht um unsre Geschäftsreise",INIT,A,163
"wann soll die sein",REQUEST_CLARIFY,A,163
"ich hätte gern ein paar Terminvorschläge von Ihnen",REQUEST_SUGGEST,A,163
"jetzt müssen wir uns zuerst mal drüber oder",NOT_CLASSIFIABLE,B,163
"ich gehe davon aus daß das eineinhalb Tage ist",CLARIFY,B,163
"wann soll die sein",REQUEST_CLARIFY,A,164
"ich hätte gern ein paar Terminvorschläge von Ihnen",REQUEST_SUGGEST,A,164
"jetzt müssen wir uns zuerst mal drüber oder",NOT_CLASSIFIABLE,B,164
